,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips
0,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2013
1,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2016
2,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2020
3,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2050
4,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2060
5,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2068
6,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2070
7,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2090
8,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2100
9,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2105
10,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2110
11,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2122
12,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2130
13,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2150
14,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2164
15,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2170
16,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2180
17,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2185
18,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2188
19,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2195
20,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2198
21,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2220
22,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2230
23,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2240
24,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2261
25,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2270
26,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2275
27,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2282
28,93003.0,130413.0,246588.0,0.37715947248041265,0.5288700180057424,"37,410",15.17%,AK,Alaska,2290
29,5908.0,18110.0,24661.0,0.23956854953164916,0.7343578930294797,"12,202",49.48%,AL,Autauga County,1001
30,18409.0,72780.0,94090.0,0.19565309809756615,0.773514719948985,"54,371",57.79%,AL,Baldwin County,1003
31,4848.0,5431.0,10390.0,0.46660250240615975,0.5227141482194417,583,5.61%,AL,Barbour County,1005
32,1874.0,6733.0,8748.0,0.21422039323273892,0.7696616369455875,"4,859",55.54%,AL,Bibb County,1007
33,2150.0,22808.0,25384.0,0.08469902300661834,0.8985187519697447,"20,658",81.38%,AL,Blount County,1009
34,3530.0,1139.0,4701.0,0.7509040629653265,0.24228887470750904,"2,391",50.86%,AL,Bullock County,1011
35,3716.0,4891.0,8685.0,0.4278641335636154,0.5631548647092689,"1,175",13.53%,AL,Butler County,1013
36,13197.0,32803.0,47376.0,0.27855876393110435,0.6923969942586964,"19,606",41.38%,AL,Calhoun County,1015
37,5763.0,7803.0,13778.0,0.4182755116852954,0.5663376397154885,"2,040",14.81%,AL,Chambers County,1017
38,1524.0,8809.0,10503.0,0.14510139960011426,0.8387127487384557,"7,285",69.36%,AL,Cherokee County,1019
39,2909.0,15068.0,18255.0,0.1593536017529444,0.8254176937825254,"12,159",66.61%,AL,Chilton County,1021
40,3109.0,4102.0,7268.0,0.4277655476059439,0.5643918547055586,993,13.66%,AL,Choctaw County,1023
41,5712.0,7109.0,12936.0,0.44155844155844154,0.5495516388373531,"1,397",10.80%,AL,Clarke County,1025
42,1234.0,5230.0,6572.0,0.18776628119293975,0.795800365185636,"3,996",60.80%,AL,Clay County,1027
43,684.0,5738.0,6532.0,0.10471524800979792,0.8784445805266381,"5,054",77.37%,AL,Cleburne County,1029
44,4194.0,15825.0,20513.0,0.20445571101252863,0.7714619997075025,"11,631",56.70%,AL,Coffee County,1031
45,7296.0,16718.0,24626.0,0.2962722325996914,0.6788759847315845,"9,422",38.26%,AL,Colbert County,1033
46,3069.0,3413.0,6543.0,0.469050894085282,0.5216261653675683,344,5.26%,AL,Conecuh County,1035
47,1780.0,3376.0,5223.0,0.34080030633735403,0.6463718169634309,"1,596",30.56%,AL,Coosa County,1037
48,2379.0,13222.0,15818.0,0.15039828044000506,0.8358831710709318,"10,843",68.55%,AL,Covington County,1039
49,1663.0,4511.0,6252.0,0.2659948816378759,0.7215291106845809,"2,848",45.55%,AL,Crenshaw County,1041
50,3730.0,32734.0,37278.0,0.10005901604163313,0.878105048554107,"29,004",77.80%,AL,Cullman County,1043
51,4408.0,13798.0,18617.0,0.23677284202610518,0.7411505613149272,"9,390",50.44%,AL,Dale County,1045
52,12826.0,5784.0,18730.0,0.6847837693539776,0.30880939668980245,"7,042",37.60%,AL,Dallas County,1047
53,3682.0,21779.0,26086.0,0.14114850877865523,0.8348922793835774,"18,097",69.37%,AL,DeKalb County,1049
54,8436.0,27619.0,36905.0,0.228586912342501,0.7483809781872375,"19,183",51.98%,AL,Elmore County,1051
55,4698.0,10282.0,15213.0,0.3088148294222047,0.6758693222901466,"5,584",36.71%,AL,Escambia County,1053
56,10350.0,32132.0,43474.0,0.23807333118645627,0.7391084326263974,"21,782",50.10%,AL,Etowah County,1055
57,1358.0,6705.0,8196.0,0.16569058077110785,0.818081991215227,"5,347",65.24%,AL,Fayette County,1057
58,2197.0,9466.0,11955.0,0.1837724801338352,0.7918025930572982,"7,269",60.80%,AL,Franklin County,1059
59,1522.0,9967.0,11659.0,0.13054292820996655,0.8548760614117848,"8,445",72.43%,AL,Geneva County,1061
60,4006.0,838.0,4862.0,0.8239407651172357,0.17235705470999588,"3,168",65.16%,AL,Greene County,1063
61,4772.0,3172.0,8010.0,0.5957553058676655,0.39600499375780274,"1,600",19.98%,AL,Hale County,1065
62,2286.0,5623.0,8017.0,0.28514406885368593,0.7013845578146439,"3,337",41.62%,AL,Henry County,1067
63,10547.0,30567.0,42030.0,0.250939804901261,0.727266238401142,"20,020",47.63%,AL,Houston County,1069
64,3663.0,16643.0,20785.0,0.17623286023574694,0.8007216742843397,"12,980",62.45%,AL,Jackson County,1071
65,151581.0,130614.0,290111.0,0.5224931147043718,0.45022077756444945,"20,967",7.23%,AL,Jefferson County,1073
66,1035.0,5819.0,6931.0,0.14932910113980666,0.8395613908526908,"4,784",69.02%,AL,Lamar County,1075
67,9877.0,27735.0,38813.0,0.25447659289413344,0.7145801664390797,"17,858",46.01%,AL,Lauderdale County,1077
68,3611.0,10732.0,14623.0,0.24693975244477878,0.7339123298912672,"7,121",48.70%,AL,Lawrence County,1079
69,20987.0,34321.0,57668.0,0.3639280016647014,0.5951480890615246,"13,334",23.12%,AL,Lee County,1081
70,9340.0,28824.0,39400.0,0.23705583756345178,0.7315736040609137,"19,484",49.45%,AL,Limestone County,1083
71,4882.0,1751.0,6676.0,0.731276213301378,0.262282804074296,"3,131",46.90%,AL,Lowndes County,1085
72,7237.0,1394.0,8748.0,0.8272748056698674,0.15935070873342477,"5,843",66.79%,AL,Macon County,1087
73,62435.0,89199.0,159473.0,0.3915082803985628,0.5593360631580268,"26,764",16.78%,AL,Madison County,1089
74,5607.0,5224.0,10948.0,0.5121483375959079,0.47716477895506026,383,3.50%,AL,Marengo County,1091
75,1432.0,11273.0,12912.0,0.11090458488228006,0.8730638166047088,"9,841",76.22%,AL,Marion County,1093
76,4913.0,29217.0,34965.0,0.14051194051194052,0.8356070356070356,"24,304",69.51%,AL,Marshall County,1095
77,68429.0,91087.0,163387.0,0.41881545043363305,0.5574923341514318,"22,658",13.87%,AL,Mobile County,1097
78,4310.0,5771.0,10185.0,0.42317133038782523,0.5666175748649975,"1,461",14.34%,AL,Monroe County,1099
79,58669.0,33928.0,94572.0,0.6203633210675464,0.3587531193164996,"24,741",26.16%,AL,Montgomery County,1101
80,11216.0,37392.0,49991.0,0.22436038486927648,0.7479746354343781,"26,176",52.36%,AL,Morgan County,1103
